trip_id,starttime,,stoptime,,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Year,Month,Quarter,Hour
120543,8/1/2015 17:33,,8/1/2015 17:49,,SEA00427,1005.306,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,8,3,17
65351,4/28/2015 1:14,,4/28/2015 2:02,,SEA00431,2917.456,2nd Ave & Vine St,2nd Ave & Vine St,BT-03,BT-03,Short-Term Pass Holder,NULL,NULL,2015,4,2,1
27318,1/10/2015 16:50,,1/10/2015 17:33,,SEA00409,2575.833,15th Ave NE & NE 40th St,15th Ave E & E Thomas St,UW-04,CH-05,Annual Member,Male,1970,2015,1,1,16
5488,10/24/2014 12:16,,10/24/2014 12:21,,SEA00137,301.955,15th Ave NE & NE 40th St,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-04,UW-02,Short-Term Pass Holder,NULL,NULL,2014,10,4,12
91156,6/15/2015 13:34,,6/15/2015 13:42,,SEA00060,467.002,Summit Ave & E Denny Way,2nd Ave & Blanchard St,CH-01,BT-05,Annual Member,Male,1978,2015,6,2,13
35521,2/10/2015 11:46,,2/10/2015 11:52,,SEA00456,348.552,6th Ave S & S King St,City Hall / 4th Ave & James St,ID-04,CBD-07,Annual Member,Male,1962,2015,2,1,11
28832,1/16/2015 15:26,,1/16/2015 15:35,,SEA00373,573.389,Pine St & 9th Ave,Dexter Ave & Denny Way,SLU-16,SLU-18,Annual Member,Male,1972,2015,1,1,15
55593,4/8/2015 10:29,,4/8/2015 10:36,,SEA00332,461.59,2nd Ave & Spring St,2nd Ave & Pine St,CBD-06,CBD-13,Annual Member,Female,1969,2015,4,2,10
18702,12/3/2014 9:07,,12/3/2014 9:13,,SEA00345,380.203,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1972,2014,12,4,9
92621,6/17/2015 18:31,,6/17/2015 18:53,,SEA00078,1337.106,REI / Yale Ave N & John St,Seattle University / E Columbia St & 12th Ave,SLU-01,FH-04,Annual Member,Male,1989,2015,6,2,18
64971,4/27/2015 13:06,,4/27/2015 13:11,,SEA00286,316.233,12th Ave & NE Campus Pkwy,Burke Museum / E Stevens Way NE & Memorial Way NE,UD-04,UW-02,Short-Term Pass Holder,NULL,NULL,2015,4,2,13
107398,7/12/2015 13:23,,7/12/2015 13:39,,SEA00435,915.922,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,WF-04,PS-05,Annual Member,Other,1952,2015,7,3,13
46932,3/14/2015 11:36,,3/14/2015 11:43,,SEA00390,416.289,E Harrison St & Broadway Ave E,Seattle University / E Columbia St & 12th Ave,CH-02,FH-04,Annual Member,Male,1983,2015,3,1,11
82171,5/30/2015 16:02,,5/30/2015 16:25,,SEA00148,1395.65,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL,2015,5,2,16
111062,7/17/2015 15:40,,7/17/2015 16:05,,SEA00488,1494.918,Eastlake Ave E & E Allison St,Lake Union Park / Valley St & Boren Ave N,EL-05,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,7,3,15
105827,7/9/2015 18:55,,7/9/2015 19:12,,SEA00071,992.267,Westlake Ave & 6th Ave,Occidental Park / Occidental Ave S & S Washington St,SLU-15,PS-04,Short-Term Pass Holder,NULL,NULL,2015,7,3,18
53804,4/3/2015 16:54,,4/3/2015 17:09,,SEA00057,852.932,6th Ave & Blanchard St,Lake Union Park / Valley St & Boren Ave N,BT-04,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,4,2,16
136697,8/28/2015 11:25,,8/28/2015 11:47,,SEA00199,1296.312,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St,WF-01,PS-04,Short-Term Pass Holder,NULL,NULL,2015,8,3,11
77708,5/22/2015 17:59,,5/22/2015 18:06,,SEA00241,393.789,PATH / 9th Ave & Westlake Ave,Dexter Ave & Denny Way,SLU-07,SLU-18,Short-Term Pass Holder,NULL,NULL,2015,5,2,17
123159,8/5/2015 18:09,,8/5/2015 18:15,,SEA00438,354.427,9th Ave N & Mercer St,6th Ave & Blanchard St,DPD-01,BT-04,Annual Member,Male,1965,2015,8,3,18
80635,5/28/2015 11:37,,5/28/2015 11:50,,SEA00109,781.393,Dexter Ave N & Aloha St,Key Arena / 1st Ave N & Harrison St,SLU-02,SLU-19,Annual Member,Male,1986,2015,5,2,11
39465,2/21/2015 10:15,,2/21/2015 10:20,,SEA00352,338.321,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E,CH-09,CH-02,Annual Member,Male,1986,2015,2,1,10
5148,10/23/2014 16:48,,10/23/2014 17:08,,SEA00298,1193.152,1st Ave & Marion St,Republican St & Westlake Ave N,CBD-05,SLU-04,Annual Member,Male,1981,2014,10,4,16
143509,9/12/2015 12:12,,9/12/2015 14:47,,SEA00032,9307.367,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Lake Union Park / Valley St & Boren Ave N,UD-01,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,9,3,12
155984,10/10/2015 17:19,,10/10/2015 18:38,,SEA00180,4738.14,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,10,4,17
45687,3/10/2015 20:53,,3/10/2015 21:03,,SEA00358,595.262,12th Ave & E Denny Way,E Harrison St & Broadway Ave E,CH-06,CH-02,Short-Term Pass Holder,NULL,NULL,2015,3,1,20
5142,10/23/2014 16:36,,10/23/2014 16:41,,SEA00412,341.731,7th Ave & Union St,PATH / 9th Ave & Westlake Ave,CBD-03,SLU-07,Annual Member,Female,1986,2014,10,4,16
3589,10/19/2014 15:09,,10/19/2014 17:20,,SEA00400,7869.015,Harvard Ave & E Pine St,Harvard Ave & E Pine St,CH-09,CH-09,Short-Term Pass Holder,NULL,NULL,2014,10,4,15
76790,5/21/2015 8:37,,5/21/2015 8:45,,SEA00482,489.675,E Harrison St & Broadway Ave E,2nd Ave & Pine St,CH-02,CBD-13,Annual Member,Male,1990,2015,5,2,8
92611,6/17/2015 18:21,,6/17/2015 18:32,,SEA00360,684.066,Occidental Park / Occidental Ave S & S Washington St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-04,PS-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,18
128300,8/13/2015 18:31,,8/13/2015 18:58,,SEA00354,1614.764,Pier 69 / Alaskan Way & Clay St,3rd Ave & Broad St,WF-01,BT-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
149201,9/25/2015 7:15,,9/25/2015 7:21,,SEA00220,321.145,Westlake Ave & 6th Ave,Republican St & Westlake Ave N,SLU-15,SLU-04,Annual Member,Male,1962,2015,9,3,7
38793,2/18/2015 22:35,,2/18/2015 22:53,,SEA00349,1021.823,REI / Yale Ave N & John St,Summit Ave E & E Republican St,SLU-01,CH-03,Annual Member,Male,1981,2015,2,1,22
12350,11/10/2014 21:56,,11/10/2014 22:16,,SEA00063,1170.294,Lake Union Park / Valley St & Boren Ave N,12th Ave & NE Campus Pkwy,SLU-17,UD-04,Short-Term Pass Holder,NULL,NULL,2014,11,4,21
87566,6/9/2015 17:01,,6/9/2015 17:13,,SEA00053,671.07,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,3rd Ave & Broad St,EL-01,BT-01,Annual Member,Female,1992,2015,6,2,17
66769,5/1/2015 15:47,,5/1/2015 16:43,,SEA00236,3378.385,2nd Ave & Pine St,2nd Ave & Pine St,CBD-13,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
80789,5/28/2015 15:10,,5/28/2015 15:38,,SEA00294,1670.979,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
146802,9/19/2015 19:35,,9/19/2015 19:50,,SEA00179,901.181,2nd Ave & Blanchard St,Dexter Ave N & Aloha St,BT-05,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,9,3,19
42908,3/3/2015 18:43,,3/3/2015 18:51,,SEA00421,461.469,REI / Yale Ave N & John St,2nd Ave & Blanchard St,SLU-01,BT-05,Annual Member,Male,1986,2015,3,1,18
34359,2/5/2015 12:09,,2/5/2015 12:18,,SEA00142,579.767,City Hall / 4th Ave & James St,Westlake Ave & 6th Ave,CBD-07,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,2,1,12
17579,11/27/2014 17:05,,11/27/2014 17:15,,SEA00060,583.187,2nd Ave & Pine St,Republican St & Westlake Ave N,CBD-13,SLU-04,Annual Member,Male,1985,2014,11,4,17
68329,5/4/2015 17:12,,5/4/2015 17:27,,SEA00312,907.223,1st Ave & Marion St,Summit Ave & E Denny Way,CBD-05,CH-01,Annual Member,Male,1982,2015,5,2,17
132402,8/20/2015 20:49,,8/20/2015 20:56,,SEA00218,424.678,Bellevue Ave & E Pine St,6th Ave & Blanchard St,CH-12,BT-04,Annual Member,Male,1986,2015,8,3,20
55709,4/8/2015 15:20,,4/8/2015 15:35,,SEA00204,889.568,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Short-Term Pass Holder,NULL,NULL,2015,4,2,15
92893,6/18/2015 9:53,,6/18/2015 10:09,,SEA00202,954.886,Summit Ave & E Denny Way,12th Ave & E Mercer St,CH-01,CH-15,Short-Term Pass Holder,NULL,NULL,2015,6,2,9
68893,5/6/2015 11:03,,5/6/2015 11:16,,SEA00268,790.244,Key Arena / 1st Ave N & Harrison St,Dexter Ave & Denny Way,SLU-19,SLU-18,Annual Member,Male,1978,2015,5,2,11
83066,6/1/2015 8:23,,6/1/2015 8:33,,SEA00495,596.692,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Spring St,CH-08,CBD-06,Annual Member,Male,1981,2015,6,2,8
18674,12/3/2014 8:32,,12/3/2014 8:41,,SEA00051,587.723,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Annual Member,Male,1968,2014,12,4,8
27587,1/12/2015 11:08,,1/12/2015 11:12,,SEA00241,237.988,NE 47th St & 12th Ave NE,Burke Museum / E Stevens Way NE & Memorial Way NE,UD-07,UW-02,Annual Member,Male,1982,2015,1,1,11
74922,5/17/2015 18:04,,5/17/2015 18:24,,SEA00493,1199.937,2nd Ave & Pine St,Key Arena / 1st Ave N & Harrison St,CBD-13,SLU-19,Annual Member,Male,1961,2015,5,2,18
140166,9/5/2015 16:57,,9/5/2015 17:06,,SEA00110,543.972,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,9,3,16
38890,2/19/2015 8:14,,2/19/2015 8:25,,SEA00039,641.639,E Pine St & 16th Ave,6th Ave S & S King St,CH-07,ID-04,Annual Member,Female,1985,2015,2,1,8
151110,9/29/2015 8:48,,9/29/2015 8:53,,SEA00383,324.12,Pine St & 9th Ave,2nd Ave & Spring St,SLU-16,CBD-06,Annual Member,Male,1987,2015,9,3,8
80209,5/27/2015 17:19,,5/27/2015 17:28,,SEA00488,567.865,Frye Art Museum / Terry Ave & Columbia St,E Pine St & 16th Ave,FH-01,CH-07,Annual Member,Male,1983,2015,5,2,17
100270,7/1/2015 15:05,,7/1/2015 15:09,,SEA00232,199.285,PATH / 9th Ave & Westlake Ave,Republican St & Westlake Ave N,SLU-07,SLU-04,Annual Member,Male,1987,2015,7,3,15
113382,7/21/2015 9:47,,7/21/2015 9:57,,SEA00082,597.79,Summit Ave & E Denny Way,2nd Ave & Spring St,CH-01,CBD-06,Annual Member,Male,1985,2015,7,3,9
155364,10/8/2015 16:08,,10/8/2015 16:18,,SEA00371,611.588,REI / Yale Ave N & John St,9th Ave N & Mercer St,SLU-01,DPD-01,Short-Term Pass Holder,NULL,NULL,2015,10,4,16
20080,12/8/2014 21:04,,12/8/2014 21:13,,SEA00192,553.303,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Annual Member,Male,1988,2014,12,4,21
12450,11/11/2014 8:55,,11/11/2014 9:00,,SEA00102,280.595,Dexter Ave N & Aloha St,9th Ave N & Mercer St,SLU-02,DPD-01,Annual Member,Female,1991,2014,11,4,8
24886,12/30/2014 17:46,,12/30/2014 17:49,,SEA00484,207.337,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Annual Member,Male,1990,2014,12,4,17
44134,3/7/2015 12:06,,3/7/2015 12:12,,SEA00239,352.113,6th Ave & Blanchard St,Westlake Ave & 6th Ave,BT-04,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,3,1,12
139819,9/4/2015 18:20,,9/4/2015 18:28,,SEA00470,529.304,6th Ave & Blanchard St,REI / Yale Ave N & John St,BT-04,SLU-01,Annual Member,Female,1985,2015,9,3,18
127435,8/12/2015 15:48,,8/12/2015 15:52,,SEA00154,210.005,2nd Ave & Pine St,2nd Ave & Spring St,CBD-13,CBD-06,Annual Member,Male,1983,2015,8,3,15
94696,6/21/2015 14:10,,6/21/2015 14:36,,SEA00032,1607.641,E Pine St & 16th Ave,Summit Ave & E Denny Way,CH-07,CH-01,Annual Member,Other,1987,2015,6,2,14
3611,10/19/2014 15:24,,10/19/2014 15:32,,SEA00166,432.16,1st Ave & Marion St,2nd Ave & Pine St,CBD-05,CBD-13,Annual Member,Male,1982,2014,10,4,15
153767,10/4/2015 17:20,,10/4/2015 17:32,,SEA00100,775.491,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St,WF-01,PS-04,Annual Member,Female,1983,2015,10,4,17
101215,7/3/2015 8:20,,7/3/2015 8:35,,SEA00486,882.967,City Hall / 4th Ave & James St,3rd Ave & Broad St,CBD-07,BT-01,Short-Term Pass Holder,NULL,NULL,2015,7,3,8
52542,3/31/2015 8:35,,3/31/2015 8:52,,SEA00468,993.501,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St,SLU-19,CBD-05,Annual Member,Female,1984,2015,3,1,8
123419,8/6/2015 9:11,,8/6/2015 9:25,,SEA00040,819.504,Dexter Ave N & Aloha St,3rd Ave & Broad St,SLU-02,BT-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,9
36569,2/13/2015 11:47,,2/13/2015 11:59,,SEA00247,741.802,6th Ave S & S King St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,ID-04,WF-04,Short-Term Pass Holder,NULL,NULL,2015,2,1,11
155143,10/8/2015 8:27,,10/8/2015 8:35,,SEA00100,478.894,2nd Ave & Spring St,Westlake Ave & 6th Ave,CBD-06,SLU-15,Annual Member,Male,1988,2015,10,4,8
56764,4/10/2015 17:48,,4/10/2015 17:52,,SEA00474,239.035,Republican St & Westlake Ave N,Dexter Ave N & Aloha St,SLU-04,SLU-02,Annual Member,Male,1985,2015,4,2,17
25816,1/5/2015 18:26,,1/5/2015 18:28,,SEA00291,136.853,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St,CH-02,CH-03,Annual Member,Male,1981,2015,1,1,18
138805,9/2/2015 18:09,,9/2/2015 18:25,,SEA00292,984.939,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Westlake Ave & 6th Ave,EL-01,SLU-15,Annual Member,Female,1963,2015,9,3,18
83071,6/1/2015 8:32,,6/1/2015 8:39,,SEA00389,442.174,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Annual Member,Male,1985,2015,6,2,8
106609,7/10/2015 21:45,,7/10/2015 21:47,,SEA00304,126.345,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Annual Member,Male,1989,2015,7,3,21
55998,4/9/2015 8:57,,4/9/2015 9:06,,SEA00095,566.387,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Annual Member,Male,1993,2015,4,2,8
128413,8/13/2015 22:05,,8/13/2015 22:14,,SEA00175,517.609,Key Arena / 1st Ave N & Harrison St,PATH / 9th Ave & Westlake Ave,SLU-19,SLU-07,Annual Member,Male,1985,2015,8,3,22
60290,4/19/2015 9:52,,4/19/2015 10:24,,SEA00364,1910.602,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Pine St,FH-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,4,2,9
144575,9/14/2015 19:35,,9/14/2015 19:37,,SEA00372,130.135,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way,CH-02,CH-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,19
114994,7/23/2015 17:20,,7/23/2015 17:28,,SEA00303,472.557,2nd Ave & Pine St,Westlake Ave & 6th Ave,CBD-13,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,7,3,17
91544,6/16/2015 6:56,,6/16/2015 7:12,,SEA00332,961.207,15th Ave E & E Thomas St,2nd Ave & Pine St,CH-05,CBD-13,Annual Member,Male,1986,2015,6,2,6
96587,6/24/2015 19:17,,6/24/2015 19:21,,SEA00199,206.914,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Female,1989,2015,6,2,19
107766,7/12/2015 21:14,,7/12/2015 21:17,,SEA00498,156.578,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St,PS-05,ID-04,Annual Member,Male,1981,2015,7,3,21
115807,7/25/2015 10:21,,7/25/2015 10:32,,SEA00476,684.318,12th Ave & E Mercer St,2nd Ave & Pine St,CH-15,CBD-13,Annual Member,Male,1995,2015,7,3,10
35174,2/9/2015 11:19,,2/9/2015 11:48,,SEA00036,1724.366,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-10,UW-06,Annual Member,Male,1988,2015,2,1,11
43807,3/6/2015 13:31,,3/6/2015 13:57,,SEA00325,1546.141,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Annual Member,Female,1984,2015,3,1,13
121649,8/3/2015 15:01,,8/3/2015 16:01,,SEA00159,3588.617,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-05,PS-05,Short-Term Pass Holder,NULL,NULL,2015,8,3,15
23599,12/23/2014 23:44,,12/23/2014 23:49,,SEA00171,305.014,Cal Anderson Park / 11th Ave & Pine St,Summit Ave & E Denny Way,CH-08,CH-01,Annual Member,Male,1987,2014,12,4,23
72110,5/11/2015 16:56,,5/11/2015 17:04,,SEA00183,501.896,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Annual Member,Male,1985,2015,5,2,16
66654,5/1/2015 12:05,,5/1/2015 12:10,,SEA00384,308.006,6th Ave S & S King St,City Hall / 4th Ave & James St,ID-04,CBD-07,Annual Member,Male,1967,2015,5,2,12
17589,11/27/2014 20:31,,11/27/2014 20:38,,SEA00466,431.186,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Annual Member,Male,1969,2014,11,4,20
62665,4/22/2015 7:42,,4/22/2015 8:01,,SEA00306,1124.211,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Eastlake Ave E & E Allison St,UD-01,EL-05,Annual Member,Female,1989,2015,4,2,7
133813,8/23/2015 12:22,,8/23/2015 12:48,,SEA00283,1531.468,15th Ave NE & NE 40th St,UW Intramural Activities Building,UW-04,UW-07,Short-Term Pass Holder,NULL,NULL,2015,8,3,12
51739,3/28/2015 18:51,,3/28/2015 19:43,,SEA00408,3116.556,UW Engineering Library / E Stevens Way NE & Jefferson Rd,3rd Ave & Broad St,UW-06,BT-01,Short-Term Pass Holder,NULL,NULL,2015,3,1,18
98163,6/27/2015 16:29,,6/27/2015 16:53,,SEA00298,1431.492,2nd Ave & Pine St,Dexter Ave N & Aloha St,CBD-13,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
73877,5/15/2015 15:54,,5/15/2015 16:48,,SEA00327,3217.281,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St,SLU-02,SLU-02,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
97633,6/26/2015 15:22,,6/26/2015 15:32,,SEA00293,597.503,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St,SLU-19,BT-05,Annual Member,Female,1979,2015,6,2,15
7208,10/29/2014 12:23,,10/29/2014 12:37,,SEA00430,878.417,City Hall / 4th Ave & James St,REI / Yale Ave N & John St,CBD-07,SLU-01,Annual Member,Male,1965,2014,10,4,12
70015,5/8/2015 12:41,,5/8/2015 12:45,,SEA00212,233.287,2nd Ave & Spring St,2nd Ave & Pine St,CBD-06,CBD-13,Annual Member,Male,1987,2015,5,2,12
6039,10/26/2014 1:50,,10/26/2014 2:00,,SEA00230,620.791,2nd Ave & Pine St,Republican St & Westlake Ave N,CBD-13,SLU-04,Annual Member,Male,1987,2014,10,4,1
68272,5/4/2015 15:49,,5/4/2015 16:11,,SEA00111,1313.191,3rd Ave & Broad St,E Blaine St & Fairview Ave E,BT-01,EL-03,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
7467,10/29/2014 18:28,,10/29/2014 18:30,,SEA00024,155.74,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St,CH-02,CH-03,Annual Member,Male,1984,2014,10,4,18
103753,7/6/2015 17:36,,7/6/2015 17:41,,SEA00245,294.172,Lake Union Park / Valley St & Boren Ave N,Dexter Ave N & Aloha St,SLU-17,SLU-02,Annual Member,Male,1977,2015,7,3,17
112843,7/20/2015 9:57,,7/20/2015 10:03,,SEA00479,377.364,12th Ave & E Mercer St,Lake Union Park / Valley St & Boren Ave N,CH-15,SLU-17,Annual Member,Male,1991,2015,7,3,9
140939,9/7/2015 16:48,,9/7/2015 17:16,,SEA00427,1666.257,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,9,3,16
14625,11/17/2014 15:32,,11/17/2014 15:41,,SEA00357,521.576,7th Ave & Union St,Westlake Ave & 6th Ave,CBD-03,SLU-15,Annual Member,Male,1960,2014,11,4,15
75950,5/19/2015 16:50,,5/19/2015 16:54,,SEA00462,240.991,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Annual Member,Male,1991,2015,5,2,16
43867,3/6/2015 15:57,,3/6/2015 16:00,,SEA00108,201.981,Cal Anderson Park / 11th Ave & Pine St,Harvard Ave & E Pine St,CH-08,CH-09,Annual Member,Female,1991,2015,3,1,15
145216,9/16/2015 9:36,,9/16/2015 9:40,,SEA00488,274.172,Terry Ave & Stewart St,Republican St & Westlake Ave N,SLU-20,SLU-04,Annual Member,Male,1987,2015,9,3,9
57371,4/13/2015 9:25,,4/13/2015 9:35,,SEA00107,541.545,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,4,2,9
44399,3/7/2015 17:13,,3/7/2015 18:38,,SEA00164,5117.618,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,3,1,17
53915,4/3/2015 20:32,,4/3/2015 20:36,,SEA00108,278.013,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Annual Member,Male,1982,2015,4,2,20
17381,11/26/2014 16:52,,11/26/2014 17:03,,SEA00104,636.69,REI / Yale Ave N & John St,6th Ave & Blanchard St,SLU-01,BT-04,Annual Member,Male,1984,2014,11,4,16
146867,9/20/2015 9:31,,9/20/2015 9:53,,SEA00189,1285.076,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,BT-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,9,3,9
74410,5/16/2015 16:48,,5/16/2015 17:13,,SEA00316,1488.835,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW-02,UW-10,Short-Term Pass Holder,NULL,NULL,2015,5,2,16
10117,11/5/2014 18:16,,11/5/2014 18:27,,SEA00193,703.36,REI / Yale Ave N & John St,2nd Ave & Pine St,SLU-01,CBD-13,Annual Member,Male,1990,2014,11,4,18
135292,8/25/2015 20:22,,8/25/2015 20:28,,SEA00023,339.353,2nd Ave & Pine St,2nd Ave & Blanchard St,CBD-13,BT-05,Short-Term Pass Holder,NULL,NULL,2015,8,3,20
125171,8/8/2015 20:20,,8/8/2015 20:30,,SEA00368,573.09,UW Intramural Activities Building,15th Ave NE & NE 40th St,UW-07,UW-04,Annual Member,Male,1981,2015,8,3,20
86475,6/7/2015 18:20,,6/7/2015 20:52,,SEA00372,9108.72,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,6,2,18
33268,1/31/2015 14:50,,1/31/2015 15:15,,SEA00293,1535.656,Pier 69 / Alaskan Way & Clay St,City Hall / 4th Ave & James St,WF-01,CBD-07,Short-Term Pass Holder,NULL,NULL,2015,1,1,14
6346,10/27/2014 0:39,,10/27/2014 0:45,,SEA00398,348.121,2nd Ave & Pine St,2nd Ave & Vine St,CBD-13,BT-03,Annual Member,Male,1988,2014,10,4,0
115013,7/23/2015 17:42,,7/23/2015 17:53,,SEA00151,690.047,City Hall / 4th Ave & James St,3rd Ave & Broad St,CBD-07,BT-01,Annual Member,Male,1955,2015,7,3,17
39733,2/21/2015 16:53,,2/21/2015 17:03,,SEA00344,653.872,3rd Ave & Broad St,Pine St & 9th Ave,BT-01,SLU-16,Short-Term Pass Holder,NULL,NULL,2015,2,1,16
84014,6/3/2015 12:14,,6/3/2015 12:16,,SEA00023,109.219,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N,EL-01,SLU-17,Annual Member,Female,1988,2015,6,2,12
85265,6/5/2015 15:52,,6/5/2015 16:00,,SEA00489,486.188,Lake Union Park / Valley St & Boren Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-17,EL-01,Annual Member,Female,1947,2015,6,2,15
76003,5/19/2015 17:43,,5/19/2015 17:49,,SEA00354,330.015,REI / Yale Ave N & John St,Westlake Ave & 6th Ave,SLU-01,SLU-15,Annual Member,Male,1987,2015,5,2,17
149961,9/26/2015 16:43,,9/26/2015 16:47,,SEA00460,269.993,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Yesler Way,CH-08,CD-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,16
7722,10/30/2014 16:59,,10/30/2014 17:16,,SEA00268,1006.882,E Blaine St & Fairview Ave E,Dexter Ave & Denny Way,EL-03,SLU-18,Annual Member,Male,1980,2014,10,4,16
150270,9/27/2015 12:31,,9/27/2015 12:35,,SEA00333,205.258,UW McCarty Hall / Whitman Ct,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-01,UW-06,Annual Member,Male,1985,2015,9,3,12
135585,8/26/2015 13:00,,8/26/2015 13:05,,SEA00182,338.034,Westlake Ave & 6th Ave,2nd Ave & Vine St,SLU-15,BT-03,Annual Member,Male,1965,2015,8,3,13
125076,8/8/2015 17:45,,8/8/2015 18:12,,SEA00256,1587.955,Republican St & Westlake Ave N,15th Ave NE & NE 40th St,SLU-04,UW-04,Annual Member,Female,1991,2015,8,3,17
