trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Numbers,Characters
121497,8/3/2015 11:05,8/3/2015 11:32,SEA00103,1645.357,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL,01,UD
105275,7/9/2015 5:40,7/9/2015 5:49,SEA00233,549.769,12th Ave & E Denny Way,1st Ave & Marion St,CH-06,CBD-05,Annual Member,Male,1989,06,CH
105945,7/9/2015 22:12,7/9/2015 22:21,SEA00150,573.276,12th Ave & E Mercer St,E Pine St & 16th Ave,CH-15,CH-07,Annual Member,Female,1972,15,CH
63624,4/24/2015 11:03,4/24/2015 11:07,SEA00236,248.07,2nd Ave & Blanchard St,PATH / 9th Ave & Westlake Ave,BT-05,SLU-07,Annual Member,Male,1987,05,BT
95588,6/23/2015 7:45,6/23/2015 7:52,SEA00394,389.475,15th Ave E & E Thomas St,Pine St & 9th Ave,CH-05,SLU-16,Annual Member,Male,1983,05,CH
139784,9/4/2015 17:29,9/4/2015 17:33,SEA00302,185.062,PATH / 9th Ave & Westlake Ave,Republican St & Westlake Ave N,SLU-07,SLU-04,Annual Member,Male,1987,07,SL
37638,2/15/2015 14:52,2/15/2015 15:04,SEA00351,746.687,2nd Ave & Vine St,7th Ave & Union St,BT-03,CBD-03,Short-Term Pass Holder,NULL,NULL,03,BT
118981,7/30/2015 10:20,7/30/2015 10:30,SEA00027,634.286,12th Ave & E Denny Way,6th Ave S & S King St,CH-06,ID-04,Annual Member,Male,1973,06,CH
3116,10/19/2014 0:13,10/19/2014 0:23,SEA00461,594.117,Harvard Ave & E Pine St,15th Ave E & E Thomas St,CH-09,CH-05,Annual Member,Male,1986,09,CH
65343,4/28/2015 0:31,4/28/2015 1:11,SEA00037,2379.075,Harvard Ave & E Pine St,2nd Ave & Blanchard St,CH-09,BT-05,Short-Term Pass Holder,NULL,NULL,09,CH
98156,6/27/2015 16:19,6/27/2015 16:32,SEA00219,730.976,Pine St & 9th Ave,Occidental Park / Occidental Ave S & S Washington St,SLU-16,PS-04,Annual Member,Male,1987,16,SL
104080,7/7/2015 9:10,7/7/2015 9:32,SEA00403,1312.533,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,15th Ave NE & NE 40th St,UD-01,UW-04,Short-Term Pass Holder,NULL,NULL,01,UD
104293,7/7/2015 15:46,7/7/2015 16:06,SEA00092,1214.226,3rd Ave & Broad St,9th Ave N & Mercer St,BT-01,DPD-01,Short-Term Pass Holder,NULL,NULL,01,BT
156196,10/11/2015 13:04,10/11/2015 13:37,SEA00170,1987.743,E Harrison St & Broadway Ave E,1st Ave & Marion St,CH-02,CBD-05,Short-Term Pass Holder,NULL,NULL,02,CH
109086,7/14/2015 18:45,7/14/2015 19:03,SEA00490,1092.406,Summit Ave E & E Republican St,2nd Ave & Blanchard St,CH-03,BT-05,Annual Member,Male,1964,03,CH
34926,2/8/2015 13:02,2/8/2015 14:14,SEA00263,4314.406,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,WF
143911,9/13/2015 7:30,9/13/2015 7:35,SEA00374,315.264,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Annual Member,Male,1981,03,BT
151730,9/30/2015 10:35,9/30/2015 10:43,SEA00389,512.799,Harvard Ave & E Pine St,2nd Ave & Pine St,CH-09,CBD-13,Short-Term Pass Holder,NULL,NULL,09,CH
50045,3/24/2015 18:50,3/24/2015 19:03,SEA00422,777.101,2nd Ave & Blanchard St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-05,PS-05,Short-Term Pass Holder,NULL,NULL,05,BT
3196,10/19/2014 9:26,10/19/2014 9:52,SEA00413,1593.844,1st Ave & Marion St,Republican St & Westlake Ave N,CBD-05,SLU-04,Annual Member,Male,1983,05,CB
90428,6/14/2015 10:39,6/14/2015 11:48,SEA00072,4189.069,3rd Ave & Broad St,Pier 69 / Alaskan Way & Clay St,BT-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,BT
106143,7/10/2015 10:45,7/10/2015 11:10,SEA00061,1552.95,E Blaine St & Fairview Ave E,Dexter Ave N & Aloha St,EL-03,SLU-02,Annual Member,Female,1973,03,EL
151427,9/29/2015 17:09,9/29/2015 17:12,SEA00159,160.616,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave,SLU-07,SLU-07,Short-Term Pass Holder,NULL,NULL,07,SL
109538,7/15/2015 14:31,7/15/2015 14:36,SEA00408,264.832,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW McCarty Hall / Whitman Ct,UW-06,UW-01,Annual Member,Male,1992,06,UW
153399,10/4/2015 6:23,10/4/2015 6:45,SEA00398,1312.545,Dexter Ave N & Aloha St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,SLU-02,UW-10,Annual Member,Female,1990,02,SL
147955,9/22/2015 17:16,9/22/2015 17:18,SEA00145,142.207,1st Ave & Marion St,2nd Ave & Spring St,CBD-05,CBD-06,Annual Member,Male,1982,05,CB
151778,9/30/2015 12:23,9/30/2015 12:29,SEA00427,322.046,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1972,03,CH
10225,11/6/2014 8:35,11/6/2014 8:49,SEA00230,867.482,REI / Yale Ave N & John St,City Hall / 4th Ave & James St,SLU-01,CBD-07,Annual Member,Male,1965,01,SL
98466,6/28/2015 11:01,6/28/2015 11:08,SEA00337,422.376,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave,SLU-02,SLU-15,Annual Member,Male,1991,02,SL
71198,5/9/2015 18:58,5/9/2015 19:28,SEA00078,1818.422,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,WF
77869,5/23/2015 10:08,5/23/2015 10:11,SEA00207,183.156,3rd Ave & Broad St,Pier 69 / Alaskan Way & Clay St,BT-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,BT
24766,12/30/2014 9:17,12/30/2014 9:23,SEA00233,340.543,E Pine St & 16th Ave,7th Ave & Union St,CH-07,CBD-03,Annual Member,Male,1983,07,CH
40099,2/22/2015 17:11,2/22/2015 17:30,SEA00362,1159.39,UW McCarty Hall / Whitman Ct,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-01,UW-06,Annual Member,Female,1996,01,UW
5201,10/23/2014 17:55,10/23/2014 19:22,SEA00326,5245.21,E Harrison St & Broadway Ave E,Westlake Ave & 6th Ave,CH-02,SLU-15,Annual Member,Female,1985,02,CH
58824,4/17/2015 9:53,4/17/2015 10:06,SEA00389,745.318,Summit Ave E & E Republican St,1st Ave & Marion St,CH-03,CBD-05,Annual Member,Male,1990,03,CH
63391,4/23/2015 15:24,4/23/2015 15:41,SEA00353,1017.69,Occidental Park / Occidental Ave S & S Washington St,PATH / 9th Ave & Westlake Ave,PS-04,SLU-07,Short-Term Pass Holder,NULL,NULL,04,PS
1433,10/14/2014 19:58,10/14/2014 20:11,SEA00337,777.94,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,NULL,NULL,01,BT
140462,9/6/2015 15:10,9/6/2015 16:17,SEA00224,4010.247,Summit Ave E & E Republican St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CH-03,WF-04,Short-Term Pass Holder,NULL,NULL,03,CH
155412,10/8/2015 17:22,10/8/2015 17:30,SEA00121,497.284,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Annual Member,Male,1983,15,SL
46525,3/13/2015 8:02,3/13/2015 8:09,SEA00155,388.936,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1981,03,CH
48481,3/19/2015 16:24,3/19/2015 16:44,SEA00035,1203.284,Pine St & 9th Ave,E Blaine St & Fairview Ave E,SLU-16,EL-03,Short-Term Pass Holder,NULL,NULL,16,SL
88848,6/11/2015 18:13,6/11/2015 18:19,SEA00392,371.899,2nd Ave & Spring St,2nd Ave & Blanchard St,CBD-06,BT-05,Annual Member,Male,1979,06,CB
22062,12/16/2014 16:54,12/16/2014 17:07,SEA00456,727.107,Occidental Park / Occidental Ave S & S Washington St,Westlake Ave & 6th Ave,PS-04,SLU-15,Annual Member,Male,1974,04,PS
130054,8/17/2015 8:05,8/17/2015 8:16,SEA00375,641.895,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Spring St,CH-08,CBD-06,Annual Member,Male,1978,08,CH
89189,6/12/2015 12:21,6/12/2015 12:59,SEA00086,2307.94,3rd Ave & Broad St,2nd Ave & Blanchard St,BT-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,BT
105598,7/9/2015 14:34,7/9/2015 14:39,SEA00248,295.123,REI / Yale Ave N & John St,Bellevue Ave & E Pine St,SLU-01,CH-12,Annual Member,Male,1987,01,SL
114533,7/23/2015 6:42,7/23/2015 6:48,SEA00295,333.27,Summit Ave E & E Republican St,7th Ave & Union St,CH-03,CBD-03,Annual Member,Male,1981,03,CH
92076,6/16/2015 20:02,6/16/2015 20:12,SEA00062,593.988,Harvard Ave & E Pine St,1st Ave & Marion St,CH-09,CBD-05,Annual Member,Male,1965,09,CH
152533,10/2/2015 7:05,10/2/2015 7:16,SEA00483,691.138,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Annual Member,Male,1980,15,SL
55955,4/9/2015 7:51,4/9/2015 7:55,SEA00473,251.913,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St,CH-08,CBD-03,Annual Member,Male,1966,08,CH
30042,1/21/2015 12:42,1/21/2015 12:49,SEA00103,392.466,2nd Ave & Spring St,6th Ave & Blanchard St,CBD-06,BT-04,Annual Member,Female,1986,06,CB
111928,7/18/2015 17:40,7/18/2015 18:09,SEA00025,1766.147,12th Ave & E Mercer St,2nd Ave & Pine St,CH-15,CBD-13,Annual Member,Female,1967,15,CH
83496,6/2/2015 10:22,6/2/2015 10:30,SEA00431,458.4,2nd Ave & Pine St,PATH / 9th Ave & Westlake Ave,CBD-13,SLU-07,Annual Member,Female,1987,13,CB
146467,9/19/2015 10:04,9/19/2015 10:18,SEA00296,831.897,Frye Art Museum / Terry Ave & Columbia St,Cal Anderson Park / 11th Ave & Pine St,FH-01,CH-08,Short-Term Pass Holder,NULL,NULL,01,FH
57986,4/15/2015 10:38,4/15/2015 10:48,SEA00351,642.969,REI / Yale Ave N & John St,2nd Ave & Blanchard St,SLU-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,SL
39988,2/22/2015 13:18,2/22/2015 13:41,SEA00232,1405.463,Pine St & 9th Ave,3rd Ave & Broad St,SLU-16,BT-01,Short-Term Pass Holder,NULL,NULL,16,SL
123506,8/6/2015 11:37,8/6/2015 12:01,SEA00132,1428.497,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Short-Term Pass Holder,NULL,NULL,04,PS
118635,7/29/2015 18:15,7/29/2015 18:29,SEA00495,849.246,Westlake Ave & 6th Ave,E Pine St & 16th Ave,SLU-15,CH-07,Annual Member,Male,1987,15,SL
103386,7/6/2015 8:39,7/6/2015 8:46,SEA00209,377.561,Republican St & Westlake Ave N,Dexter Ave N & Aloha St,SLU-04,SLU-02,Annual Member,Male,1964,04,SL
128253,8/13/2015 17:49,8/13/2015 18:05,SEA00486,989.961,Westlake Ave & 6th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-15,PS-05,Short-Term Pass Holder,NULL,NULL,15,SL
30712,1/23/2015 16:13,1/23/2015 16:27,SEA00115,814.497,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,WF-01,PS-05,Annual Member,Male,1981,01,WF
16053,11/21/2014 20:29,11/21/2014 20:35,SEA00284,342.431,Harvard Ave & E Pine St,REI / Yale Ave N & John St,CH-09,SLU-01,Annual Member,Male,1987,09,CH
148179,9/23/2015 8:45,9/23/2015 8:56,SEA00143,636.584,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E,SLU-02,EL-03,Annual Member,Female,1973,02,SL
108616,7/14/2015 8:32,7/14/2015 8:43,SEA00375,632.248,Summit Ave E & E Republican St,2nd Ave & Spring St,CH-03,CBD-06,Annual Member,Female,1991,03,CH
96286,6/24/2015 11:27,6/24/2015 11:36,SEA00318,515.617,2nd Ave & Spring St,6th Ave & Blanchard St,CBD-06,BT-04,Annual Member,Male,1981,06,CB
69589,5/7/2015 17:13,5/7/2015 17:21,SEA00238,444.289,6th Ave & Blanchard St,Dexter Ave N & Aloha St,BT-04,SLU-02,Annual Member,Male,1986,04,BT
42129,3/1/2015 13:22,3/1/2015 13:34,SEA00424,744.309,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pine St & 9th Ave,PS-05,SLU-16,Annual Member,Male,1993,05,PS
137382,8/30/2015 11:11,8/30/2015 11:15,SEA00025,197.173,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Short-Term Pass Holder,NULL,NULL,08,CH
137926,8/31/2015 16:28,8/31/2015 16:33,SEA00445,302.127,6th Ave & Blanchard St,Terry Ave & Stewart St,BT-04,SLU-20,Annual Member,Male,1987,04,BT
152777,10/2/2015 15:39,10/2/2015 15:46,SEA00426,404.592,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St,SLU-19,BT-05,Annual Member,Male,1980,19,SL
14703,11/17/2014 18:38,11/17/2014 18:41,SEA00450,189.978,Harvard Ave & E Pine St,Summit Ave & E Denny Way,CH-09,CH-01,Annual Member,Male,1987,09,CH
12523,11/11/2014 12:21,11/11/2014 12:36,SEA00297,896.989,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave,BT-01,SLU-07,Annual Member,Male,1967,01,BT
153761,10/4/2015 17:08,10/4/2015 17:31,SEA00291,1349.236,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Eastlake Ave E & E Allison St,UW-10,EL-05,Short-Term Pass Holder,NULL,NULL,10,UW
15073,11/18/2014 20:11,11/18/2014 20:23,SEA00175,733.22,E Harrison St & Broadway Ave E,E Pine St & 16th Ave,CH-02,CH-07,Short-Term Pass Holder,NULL,NULL,02,CH
36047,2/11/2015 20:49,2/11/2015 23:04,SEA00272,8092.341,Dexter Ave & Denny Way,2nd Ave & Spring St,SLU-18,CBD-06,Short-Term Pass Holder,NULL,NULL,18,SL
155891,10/9/2015 23:22,10/9/2015 23:48,SEA00446,1509.895,Lake Union Park / Valley St & Boren Ave N,Eastlake Ave E & E Allison St,SLU-17,EL-05,Short-Term Pass Holder,NULL,NULL,17,SL
28170,1/14/2015 9:37,1/14/2015 9:41,SEA00148,258.949,Summit Ave & E Denny Way,7th Ave & Union St,CH-01,CBD-03,Annual Member,Male,1969,01,CH
73763,5/15/2015 12:04,5/15/2015 12:56,SEA00155,3145.401,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW-10,UW-10,Short-Term Pass Holder,NULL,NULL,10,UW
724,10/13/2014 16:34,10/13/2014 16:51,SEA00308,1000.004,1st Ave & Marion St,7th Ave & Union St,CBD-05,CBD-03,Short-Term Pass Holder,NULL,NULL,05,CB
149144,9/24/2015 20:20,9/24/2015 20:30,SEA00165,634.893,E Blaine St & Fairview Ave E,REI / Yale Ave N & John St,EL-03,SLU-01,Annual Member,Male,1984,03,EL
17636,11/28/2014 16:55,11/28/2014 17:08,SEA00418,798.291,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CBD-13,PS-04,Annual Member,Male,1986,13,CB
55095,4/7/2015 7:40,4/7/2015 7:52,SEA00326,729.517,Key Arena / 1st Ave N & Harrison St,2nd Ave & Pine St,SLU-19,CBD-13,Annual Member,Male,1981,19,SL
95695,6/23/2015 9:51,6/23/2015 9:56,SEA00311,333.15,2nd Ave & Blanchard St,Terry Ave & Stewart St,BT-05,SLU-20,Annual Member,Male,1981,05,BT
114370,7/22/2015 18:23,7/22/2015 18:40,SEA00229,1050.815,Eastlake Ave E & E Allison St,NE 47th St & 12th Ave NE,EL-05,UD-07,Short-Term Pass Holder,NULL,NULL,05,EL
113161,7/20/2015 18:55,7/20/2015 19:02,SEA00228,417.953,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Annual Member,Male,1985,07,SL
11899,11/9/2014 19:49,11/9/2014 19:57,SEA00432,498.495,Bellevue Ave & E Pine St,Dexter Ave & Denny Way,CH-12,SLU-18,Short-Term Pass Holder,NULL,NULL,12,CH
48396,3/19/2015 12:37,3/19/2015 16:38,SEA00210,14454.882,Dexter Ave & Denny Way,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-18,WF-04,Short-Term Pass Holder,NULL,NULL,18,SL
45722,3/11/2015 1:27,3/11/2015 1:35,SEA00151,509.034,2nd Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-05,SLU-19,Short-Term Pass Holder,NULL,NULL,05,BT
63664,4/24/2015 12:46,4/24/2015 12:52,SEA00226,363.474,Lake Union Park / Valley St & Boren Ave N,REI / Yale Ave N & John St,SLU-17,SLU-01,Annual Member,Male,1965,17,SL
17623,11/28/2014 13:12,11/28/2014 13:30,SEA00206,1029.044,REI / Yale Ave N & John St,REI / Yale Ave N & John St,SLU-01,SLU-01,Annual Member,Male,1987,01,SL
80282,5/27/2015 18:17,5/27/2015 18:23,SEA00140,338.252,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St,CH-05,CH-08,Short-Term Pass Holder,NULL,NULL,05,CH
3513,10/19/2014 14:27,10/19/2014 14:33,SEA00237,368.184,E Harrison St & Broadway Ave E,7th Ave & Union St,CH-02,CBD-03,Short-Term Pass Holder,NULL,NULL,02,CH
111268,7/17/2015 19:04,7/17/2015 19:10,SEA00207,394.383,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL,04,WF
130684,8/18/2015 8:27,8/18/2015 8:40,SEA00152,736.855,15th Ave E & E Thomas St,2nd Ave & Blanchard St,CH-05,BT-05,Annual Member,Male,1986,05,CH
41248,2/26/2015 17:16,2/26/2015 17:35,SEA00462,1139.907,E Blaine St & Fairview Ave E,2nd Ave & Blanchard St,EL-03,BT-05,Annual Member,Female,1964,03,EL
118732,7/29/2015 20:34,7/29/2015 20:38,SEA00128,238.563,Bellevue Ave & E Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-12,CH-08,Annual Member,Male,1980,12,CH
14481,11/17/2014 9:23,11/17/2014 9:30,SEA00071,405.77,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,9th Ave N & Mercer St,EL-01,DPD-01,Short-Term Pass Holder,NULL,NULL,01,EL
7711,10/30/2014 16:35,10/30/2014 16:53,SEA00488,1107.283,Occidental Park / Occidental Ave S & S Washington St,Frye Art Museum / Terry Ave & Columbia St,PS-04,FH-01,Annual Member,Male,1982,04,PS
5450,10/24/2014 11:28,10/24/2014 16:02,SEA00341,16474.423,6th Ave S & S King St,6th Ave S & S King St,ID-04,ID-04,Short-Term Pass Holder,NULL,NULL,04,ID
108856,7/14/2015 13:52,7/14/2015 14:04,SEA00110,731.188,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,01,WF
92240,6/17/2015 8:41,6/17/2015 8:50,SEA00263,528.896,Summit Ave E & E Republican St,7th Ave & Union St,CH-03,CBD-03,Annual Member,Male,1981,03,CH
15229,11/19/2014 10:14,11/19/2014 10:25,SEA00452,629.868,2nd Ave & Spring St,PATH / 9th Ave & Westlake Ave,CBD-06,SLU-07,Annual Member,Female,1987,06,CB
59459,4/18/2015 9:41,4/18/2015 9:46,SEA00143,302.431,Pine St & 9th Ave,PATH / 9th Ave & Westlake Ave,SLU-16,SLU-07,Annual Member,Male,1985,16,SL
23702,12/24/2014 15:23,12/24/2014 15:33,SEA00413,615.724,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Short-Term Pass Holder,NULL,NULL,02,SL
130721,8/18/2015 9:01,8/18/2015 9:27,SEA00363,1576.141,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-05,PS-05,Annual Member,Male,1977,05,PS
72452,5/12/2015 12:05,5/12/2015 12:11,SEA00319,365.31,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Annual Member,Male,1985,07,SL
27848,1/13/2015 8:51,1/13/2015 8:57,SEA00191,331.135,Dexter Ave N & Aloha St,Republican St & Westlake Ave N,SLU-02,SLU-04,Annual Member,Male,1972,02,SL
127853,8/13/2015 9:01,8/13/2015 9:09,SEA00320,461.422,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Annual Member,Male,1985,01,BT
151257,9/29/2015 12:17,9/29/2015 12:26,SEA00159,573.728,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Annual Member,Male,1981,03,BT
38780,2/18/2015 21:15,2/18/2015 21:31,SEA00211,972.373,Seattle University / E Columbia St & 12th Ave,2nd Ave & Blanchard St,FH-04,BT-05,Annual Member,Male,1983,04,FH
65043,4/27/2015 15:27,4/27/2015 15:33,SEA00379,340.036,Lake Union Park / Valley St & Boren Ave N,Dexter Ave N & Aloha St,SLU-17,SLU-02,Annual Member,Female,1980,17,SL
105555,7/9/2015 13:32,7/9/2015 13:37,SEA00220,273.882,Harvard Ave & E Pine St,Terry Ave & Stewart St,CH-09,SLU-20,Annual Member,Male,1991,09,CH
45581,3/10/2015 17:16,3/10/2015 19:33,SEA00204,8216.029,Occidental Park / Occidental Ave S & S Washington St,Occidental Park / Occidental Ave S & S Washington St,PS-04,PS-04,Short-Term Pass Holder,NULL,NULL,04,PS
95194,6/22/2015 12:45,6/22/2015 13:01,SEA00065,1005.312,NE 47th St & 12th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-07,UW-10,Annual Member,Male,1985,07,UD
139106,9/3/2015 13:11,9/3/2015 16:37,SEA00463,12325.637,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way,CH-02,CH-01,Short-Term Pass Holder,NULL,NULL,02,CH
34241,2/4/2015 17:39,2/4/2015 17:45,SEA00321,370.24,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St,CH-08,CBD-03,Annual Member,Male,1967,08,CH
13213,11/13/2014 10:57,11/13/2014 11:02,SEA00456,307.189,6th Ave S & S King St,City Hall / 4th Ave & James St,ID-04,CBD-07,Annual Member,Male,1960,04,ID
136656,8/28/2015 9:52,8/28/2015 10:09,SEA00293,1024.534,Lake Union Park / Valley St & Boren Ave N,REI / Yale Ave N & John St,SLU-17,SLU-01,Short-Term Pass Holder,NULL,NULL,17,SL
150128,9/27/2015 0:01,9/27/2015 0:13,SEA00144,714.689,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St,CH-08,CH-03,Short-Term Pass Holder,NULL,NULL,08,CH
3497,10/19/2014 14:16,10/19/2014 16:42,SEA00355,8778.572,Dexter Ave & Denny Way,Dexter Ave & Denny Way,SLU-18,SLU-18,Short-Term Pass Holder,NULL,NULL,18,SL
121091,8/2/2015 15:53,8/2/2015 16:08,SEA00335,902.012,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,17,SL
149331,9/25/2015 11:24,9/25/2015 13:11,SEA00032,6422.849,Eastlake Ave E & E Allison St,UW Intramural Activities Building,EL-05,UW-07,Short-Term Pass Holder,NULL,NULL,05,EL
56071,4/9/2015 11:38,4/9/2015 11:44,SEA00207,376.04,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Short-Term Pass Holder,NULL,NULL,07,CH
62198,4/21/2015 9:54,4/21/2015 10:15,SEA00446,1245.694,2nd Ave & Pine St,Key Arena / 1st Ave N & Harrison St,CBD-13,SLU-19,Annual Member,Male,1980,13,CB
29948,1/21/2015 8:26,1/21/2015 8:31,SEA00025,295.923,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St,CH-08,CBD-03,Annual Member,Male,1966,08,CH
112720,7/20/2015 5:46,7/20/2015 5:50,SEA00374,251.093,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St,CH-05,CH-08,Annual Member,Male,1981,05,CH
105080,7/8/2015 17:39,7/8/2015 17:45,SEA00272,367.035,E Pine St & 16th Ave,E Harrison St & Broadway Ave E,CH-07,CH-02,Short-Term Pass Holder,NULL,NULL,07,CH
33138,1/30/2015 21:47,1/30/2015 21:57,SEA00329,603.964,Summit Ave E & E Republican St,2nd Ave & Pine St,CH-03,CBD-13,Annual Member,Male,1983,03,CH
23164,12/22/2014 3:41,12/22/2014 3:45,SEA00173,237.56,Frye Art Museum / Terry Ave & Columbia St,7th Ave & Union St,FH-01,CBD-03,Annual Member,Male,1978,01,FH
87367,6/9/2015 10:39,6/9/2015 10:47,SEA00437,499.106,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N,EL-03,SLU-17,Short-Term Pass Holder,NULL,NULL,03,EL
104584,7/8/2015 1:04,7/8/2015 1:06,SEA00445,135.397,E Harrison St & Broadway Ave E,Summit Ave & E Denny Way,CH-02,CH-01,Annual Member,Male,1990,02,CH
91028,6/15/2015 9:49,6/15/2015 9:56,SEA00316,407.638,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Annual Member,Male,1976,05,CB
110810,7/17/2015 10:51,7/17/2015 11:20,SEA00341,1777.283,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Short-Term Pass Holder,NULL,NULL,04,WF
75406,5/18/2015 16:26,5/18/2015 16:31,SEA00032,276.54,2nd Ave & Blanchard St,1st Ave & Marion St,BT-05,CBD-05,Annual Member,Male,1971,05,BT
93221,6/18/2015 18:03,6/18/2015 18:22,SEA00416,1124.475,Summit Ave E & E Republican St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-03,PS-05,Annual Member,Female,1955,03,CH
15565,11/20/2014 8:19,11/20/2014 8:25,SEA00248,357.612,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1986,03,CH
112570,7/19/2015 17:32,7/19/2015 17:42,SEA00449,596.868,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,BT-01,WF-04,Annual Member,Male,1979,01,BT
82612,5/31/2015 12:41,5/31/2015 13:03,SEA00199,1315.741,Harvard Ave & E Pine St,Eastlake Ave E & E Allison St,CH-09,EL-05,Short-Term Pass Holder,NULL,NULL,09,CH
50842,3/26/2015 18:02,3/26/2015 18:14,SEA00117,688.994,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-10,UD-01,Annual Member,Female,1955,10,UW
155034,10/7/2015 18:53,10/7/2015 19:00,SEA00201,420.484,E Pine St & 16th Ave,E Harrison St & Broadway Ave E,CH-07,CH-02,Annual Member,Male,1970,07,CH
